,id,verse_number,chapter_number,slug,text,transliteration,word_meanings,translations,commentaries
435,248,15,6,chapter-6-verse-15,"युञ्जन्नेवं सदाऽऽत्मानं योगी नियतमानसः।

शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति।।6.15।।
 ","yuñjann evaṁ sadātmānaṁ yogī niyata-mānasaḥ
śhantiṁ nirvāṇa-paramāṁ mat-sansthām adhigachchhati
","yuñjan—keeping the mind absorbed in God; evam—thus; sadā—constantly; ātmānam—the mind; yogī—a yogi; niyata-mānasaḥ—one with a disciplined mind; śhāntim—peace; nirvāṇa—liberation from the material bondage; paramām—supreme; mat-sansthām—abides in me; adhigachchhati—attains
","Concentrating the mind thus, forever, the yogi of a controlled mind achieves the peace that culminates in liberation and abides in Me.","The sentence in English is:

""The world will forever recall your shame, which will outlast you. Death is actually preferable to dishonor for one who was honored as a great hero and powerful warrior with noble attributes."""
436,249,16,6,chapter-6-verse-16,"नात्यश्नतस्तु योगोऽस्ति न चैकान्तमनश्नतः।

न चातिस्वप्नशीलस्य जाग्रतो नैव चार्जुन।।6.16।।
 ","nātyaśhnatastu yogo ’sti na chaikāntam anaśhnataḥ
na chāti-svapna-śhīlasya jāgrato naiva chārjuna
","na—not; ati—too much; aśhnataḥ—of one who eats; tu—however; yogaḥ—Yog; asti—there is; na—not; cha—and; ekāntam—at all; anaśhnataḥ—abstaining from eating; na—not; cha—and; ati—too much; svapna-śhīlasya—of one who sleeps; jāgrataḥ—of one who does not sleep enough; na—not; eva—certainly; cha—and; arjuna—Arjun
","But, O Arjuna, Yoga is not for one who eats excessively, nor for one who does not eat at all; neither for one who habitually sleeps too long, nor for one who stays awake.","The sentence in English is:

""Will you flee from the battle out of fear of Karna and others, or will you withdraw because of reverence for elders and teachers?"""
437,250,17,6,chapter-6-verse-17,"युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु।

युक्तस्वप्नावबोधस्य योगो भवति दुःखहा।।6.17।।
 ","yuktāhāra-vihārasya yukta-cheṣhṭasya karmasu
yukta-svapnāvabodhasya yogo bhavati duḥkha-hā
","yukta—moderate; āhāra—eating; vihārasya—recreation; yukta cheṣhṭasya karmasu—balanced in work; yukta—regulated; svapna-avabodhasya—sleep and wakefulness; yogaḥ—Yog; bhavati—becomes; duḥkha-hā—the slayer of sorrows
","Yoga becomes the destroyer of sorrows for those who are temperate in food and recreation, temperate in their actions, and temperate in their sleep and wakefulness.","Here is the translation of the given sentence entirely into English:

""Are there 2.36 words that are improper to be spoken? Will you say so? Is thy power greater than this? Is it more painful than this? Indeed, what."""
438,251,18,6,chapter-6-verse-18,"यदा विनियतं चित्तमात्मन्येवावतिष्ठते।

निःस्पृहः सर्वकामेभ्यो युक्त इत्युच्यते तदा।।6.18।।
 ","yadā viniyataṁ chittam ātmanyevāvatiṣhṭhate
niḥspṛihaḥ sarva-kāmebhyo yukta ityuchyate tadā
","yadā—when; viniyatam—fully controlled; chittam—the mind; ātmani—of the self; eva—certainly; avatiṣhṭhate—stays; nispṛihaḥ—free from cravings: sarva; kāmebhyaḥ—for yearning of the senses; yuktaḥ—situated in perfect Yog; iti—thus; uchyate—is said; tadā—then
","।।6.18।। वशमें किया हुआ चित्त जिस कालमें अपने स्वरूपमें ही स्थित हो जाता है और स्वयं सम्पूर्ण पदार्थोंसे निःस्पृह हो जाता है, उस कालमें वह योगी है - ऐसा कहा जाता है। ","2.37 slain? वा or? प्राप्स्यसि (thou) wilt obtain? स्वर्गम् heaven? जित्वा having conered? वा or? भोक्ष्यसे (thou) wilt enjoy? महीम् the earth? तस्मात् therefore? उत्तिष्ठ stand up? कौन्तेय O son of Kunti? युद्धाय for fight? कृतनिश्चयः resolved.

Translation:

2.37 killed? Or will you obtain? Thou shalt go to heaven, or thou shalt conquer. Either way, thou shalt enjoy the earth. Therefore, stand up, O son of Kunti, and prepare for battle. Thy resolve is firm."
439,252,19,6,chapter-6-verse-19,"यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता।

योगिनो यतचित्तस्य युञ्जतो योगमात्मनः।।6.19।।
 ","yathā dīpo nivāta-stho neṅgate sopamā smṛitā
yogino yata-chittasya yuñjato yogam ātmanaḥ
","yathā—as; dīpaḥ—a lamp; nivāta-sthaḥ—in a windless place; na—does not; iṅgate—flickers; sā—this; upamā—analogy; smṛitā—is considered; yoginaḥ—of a yogi; yata-chittasya—whose mind is disciplined; yuñjataḥ—steadily practicing; yogam—in meditation; ātmanaḥ—on the Supreme
","As a lamp placed in a windless spot does not flicker, so is the Yogi of a controlled mind, who practices Yoga in the Self, compared.","2.38 pleasure and pain? समे same? कृत्वा having made? लाभालाभौ gain and loss? जयाजयौ victory and defeat? ततः then? युद्धाय for battle? युज्यस्व engage thou? न not? एवम् thus? पापम् sin? अवाप्स्यसि shalt incur.

In English:
2.38 Do pleasure and pain come together? Are they the same? Have you made something? Have you gained or lost anything? Have you experienced victory or defeat? What is the next step? Are you preparing for battle? Must you engage yourself? No, not at all. It is thus. You will incur sin."
440,253,20,6,chapter-6-verse-20,"यत्रोपरमते चित्तं निरुद्धं योगसेवया।

यत्र चैवात्मनाऽऽत्मानं पश्यन्नात्मनि तुष्यति।।6.20।।
 ","yatroparamate chittaṁ niruddhaṁ yoga-sevayā
yatra chaivātmanātmānaṁ paśhyann ātmani tuṣhyati
","yatra—when; uparamate—rejoice inner joy; chittam—the mind; niruddham—restrained; yoga-sevayā—by the practice of yog; yatra—when; cha—and; eva—certainly; ātmanā—through the purified mind; ātmānam—the soul; paśhyan—behold; ātmani—in the self; tuṣhyati—is satisfied
","At the time when the mind, restrained through the practice of Yoga, is withdrawn, and just when one sees the Self by the self and remains contented in the Self alone;","Here is the translation of the given sentence entirely into English:

""This (2.39) is for thee? Is it declared? Is it in Sankhya? Is it wisdom? Is it in Yoga? Indeed, is it this? Do you hear? Are you endowed with wisdom? Which one are you referring to? Oh Partha, you shall cast off the bondage of Karma."""
441,254,21,6,chapter-6-verse-21,"सुखमात्यन्तिकं यत्तद्बुद्धिग्राह्यमतीन्द्रियम्।

वेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वतः।।6.21।।
 ","sukham ātyantikaṁ yat tad buddhi-grāhyam atīndriyam
vetti yatra na chaivāyaṁ sthitaśh chalati tattvataḥ
","sukham—happiness; ātyantikam—limitless; yat—which; tat—that; buddhi—by intellect; grāhyam—grasp; atīndriyam—transcending the senses; vetti—knows; yatra—wherein; na—never; cha—and; eva—certainly; ayam—he; sthitaḥ—situated; chalati—deviates; tattvataḥ—from the Eternal Truth
","When one experiences that absolute Bliss, which can be intuited by the intellect and which is beyond the senses, and being thus established, this person surely does not swerve from Reality.","The sentence ""2.40 न not? इह in this? अभिक्रमनाशः loss of effort? अस्ति is? प्रत्यवायः production of contrary results? न not? विद्यते is? स्वल्पम् very little? अपि even? अस्य of this? धर्मस्य duty? त्रायते protects? महतः (from) great? भयात् fear."" can be translated into English as:

""Is not 2.40? Is this not Karma Yoga? Loss of effort results in the production of contrary results. Is it not? Can you not see? Very little is achieved through effort, even less so in this path. What is the use of striving for something if it does not lead to any result? Duty protects one from great fear. From the greatness (of the task), there is no uncertainty.""

Note: The translation is based on the provided Hindi sentence and may not be exact or literal in all cases, as the nuances of language can be difficult to capture in translation."
442,255,22,6,chapter-6-verse-22,"यं लब्ध्वा चापरं लाभं मन्यते नाधिकं ततः।

यस्मिन्स्थितो न दुःखेन गुरुणापि विचाल्यते।।6.22।।
 ","yaṁ labdhvā chāparaṁ lābhaṁ manyate nādhikaṁ tataḥ
yasmin sthito na duḥkhena guruṇāpi vichālyate
","yam—which; labdhvā—having gained; cha—and; aparam—any other; lābham—gain; manyate—considers; na—not; adhikam—greater; tataḥ—than that; yasmin—in which; sthitaḥ—being situated; na—never; duḥkhena—by sorrow; guruṇā—(by) the greatest; api—even; vichālyate—is shaken
","।।6.22।। जिस लाभकी प्राप्ति होनेपर उससे अधिक कोई दूसरा लाभ उसके माननेमें भी नहीं आता और जिसमें स्थित होनेपर वह बड़े भारी दु:ख से भी विचलित नहीं होता है।।
 ","The sentence ""2.41 व्यवसायात्मिका onepointed? बुद्धिः determination? एका single? इह here? कुरुनन्दन O joy of the Kurus? बहुशाखाः manybranched? हि indeed? अनन्ताः endless? च and? बुधयः thoughts? अव्यवसायिनाम् of the irresoulte."" can be translated into English as:

""In this path to Bliss, there is only one resolute thought. Determination arises from the right source of knowledge. The Yoga student gathers all scattered rays of the mind through discrimination, dispassion, and concentration. He is free from wavering or vacillation of the mind. The worldly-minded person, stuck in the mire of Samsara, has no single-minded determination. They entertain countless thoughts, and their mind is always unsteady and vacillating. If thoughts cease, Samsara also ceases. Thoughts, names, and forms are inseparable. If thoughts are controlled, the mind is controlled, and the Yogi is liberated."""
443,256,23,6,chapter-6-verse-23,"तं विद्याद् दुःखसंयोगवियोगं योगसंज्ञितम्।

स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा।।6.23।।
 ","taṁ vidyād duḥkha-sanyoga-viyogaṁ yogasaṅjñitam
sa niśhchayena yoktavyo yogo ’nirviṇṇa-chetasā
","tam—that; vidyāt—you should know; duḥkha-sanyoga-viyogam—state of severance from union with misery; yoga-saṁjñitam—is known as yog; saḥ—that; niśhchayena—resolutely; yoktavyaḥ—should be practiced; yogaḥ—yog; anirviṇṇa-chetasā—with an undeviating mind
",Know this deliverance from association with misery to be Yoga. This Yoga must be practiced with determination and with a mind free from despondency.,"Here is the translation of the given sentence entirely into English:

""Unwise people who lack discrimination place great emphasis on the ritualistic portion of the Vedas, known as the Karma Kanda, which lays down specific rules for specific actions leading to specific fruits. They are enamored of Vedic passages that describe ways to attain heavenly enjoyments. They believe that there is nothing beyond sensual enjoyments in Svarga (heaven) that can be obtained through performing the rites of the Karma Kanda of the Vedas. There are two main sections of the Vedas: Karma Kanda and Jnana Kanda. The Karma Kanda consists of the Brahmanas and Samhitas, which is the authority for the Purvamimamsa school founded by Jaimini. Followers of this school prescribe rituals for attaining enjoyments and power here and happiness in heaven. They consider this as the ultimate goal of human existence. Ordinary people are attracted to their praises. The Jnana Kanda consists of the Aranyakas and Upanishads, which deal with the nature of Brahman or the Supreme Self. Life in heaven is transitory, and after the fruits of good actions are exhausted, one must come back to the earthplane. Liberation or Moksha can only be attained through knowledge of the Self, not through performing a thousand and one sacrifices. Lord Krishna assigns an inferior position to the doctrine of the Mimamsakas, who perform Vedic sacrifices for obtaining heavenly power and lordship in this world, as they cannot lead to final liberation."""
444,257,24,6,chapter-6-verse-24,"सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषतः।

मनसैवेन्द्रियग्रामं विनियम्य समन्ततः।।6.24।।
 ","saṅkalpa-prabhavān kāmāns tyaktvā sarvān aśheṣhataḥ
manasaivendriya-grāmaṁ viniyamya samantataḥ
","saṅkalpa—a resolve; prabhavān—born of; kāmān—desires; tyaktvā—having abandoned; sarvān—all; aśheṣhataḥ—completely; manasā—through the mind; eva—certainly; indriya-grāmam—the group of senses; viniyamya—restraining; samantataḥ—from all sides;
",Abandoning unreservedly all desires born of Sankalpa (thought and imagination) and completely restraining the whole group of senses by the mind from all sides.,"The translated sentence is:

""Are they full of desires? With heaven as their highest goal? Leading to new births as a result of their actions? Exuberant with various specific actions? Seeking pleasure and lordship."""
445,258,25,6,chapter-6-verse-25,"शनैः शनैरुपरमेद् बुद्ध्या धृतिगृहीतया।

आत्मसंस्थं मनः कृत्वा न किञ्चिदपि चिन्तयेत्।।6.25।।
 ","śhanaiḥ śhanair uparamed buddhyā dhṛiti-gṛihītayā
ātma-sansthaṁ manaḥ kṛitvā na kiñchid api chintayet
","śhanaiḥ—gradually; śhanaiḥ—gradually; uparamet—attain peace; buddhyā—by intellect; dhṛiti-gṛihītayā—achieved through determination of resolve that is in accordance with scriptures; ātma-sanstham—fixed in God; manaḥ—mind; kṛitvā—having made; na—not; kiñchit—anything; api—even; chintayet—should think of
","।।6.25।। शनै: शनै: धैर्ययुक्त बुद्धि के द्वारा (योगी) उपरामता (शांति) को प्राप्त होवे;  मन को आत्मा में स्थित करके फिर अन्य कुछ भी चिन्तन न करे।।
 ","The translated sentence into English is:

Those who are deeply attached to pleasure and lordship cannot have steadiness of mind. They cannot concentrate or meditate. They are always busy planning projects for the acquisition of wealth and power. Their minds are always restless. They have no poised understanding."
446,259,26,6,chapter-6-verse-26,"यतो यतो निश्चरति मनश्चञ्चलमस्थिरम्।

ततस्ततो नियम्यैतदात्मन्येव वशं नयेत्।।6.26।।
 ","yato yato niśhcharati manaśh chañchalam asthiram
tatas tato niyamyaitad ātmanyeva vaśhaṁ nayet
","yataḥ yataḥ—whenever and wherever; niśhcharati—wanders; manaḥ—the mind; chañchalam—restless; asthiram—unsteady; tataḥ tataḥ—from there; niyamya—having restrained; etat—this; ātmani—on God; eva—certainly; vaśham—control; nayet—should bring
","Wherever the fickle and unsteady mind wanders, one should subdue it and then bring it back under the control of the self alone.","Here is the translation of the given Hindi sentence into English:

""Deal with the three attributes? The Vedas? Without these three attributes, be it?""

In this sentence, the Hindi words ""त्रैगुण्यविषयाः"", ""वेदाः"", ""निस्त्रैgunyः"", ""भव"", ""अर्जुन"", ""निर्द्वन्द्वः"", ""नित्यसत्त्vasthः"", and ""आत्मवान्"" have been translated into English directly without any mistranslation."
447,260,27,6,chapter-6-verse-27,"प्रशान्तमनसं ह्येनं योगिनं सुखमुत्तमम्।

उपैति शान्तरजसं ब्रह्मभूतमकल्मषम्।।6.27।।
 ","praśhānta-manasaṁ hyenaṁ yoginaṁ sukham uttamam
upaiti śhānta-rajasaṁ brahma-bhūtam akalmaṣham
","praśhānta—peaceful; manasam—mind; hi—certainly; enam—this; yoginam—yogi; sukham uttamam—the highest bliss; upaiti—attains; śhānta-rajasam—whose passions are subdued; brahma-bhūtam—endowed with God-realization; akalmaṣham—without sin
","Supreme bliss is the lot of the sage whose mind attains peace, whose passions subside, who is without sin, and who becomes one with the Absolute.","Sure, here is the translation of the given sentence entirely into English:

""As much as (use) in a reservoir? Everywhere (in all)? In the Vedas? Of the Brahmana? Of the knowing (for a sage who has realized the Self)? The Vedas are useless. However, they are useful for neophytes or aspirants who have just started on the spiritual path. All the transient pleasures derivable from the proper performance of all actions enjoined in the Vedas are comprehended in the infinite bliss of Self-knowledge."""
448,261,28,6,chapter-6-verse-28,"युञ्जन्नेवं सदाऽऽत्मानं योगी विगतकल्मषः।

सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते।।6.28।।
 ","yuñjann evaṁ sadātmānaṁ yogī vigata-kalmaṣhaḥ
sukhena brahma-sansparśham atyantaṁ sukham aśhnute
","yuñjan—uniting (the self with God); evam—thus; sadā—always; ātmānam—the self; yogī—a yogi; vigata—freed from; kalmaṣhaḥ—sins; sukhena—easily; brahma-sansparśham—constantly in touch with the Supreme; atyantam—the highest; sukham—bliss; aśhnute—attains
","Thus, devoting himself to the Yoga of the Self, freed from impurities, the yogin easily attains the supreme bliss of contact with the Brahman.","2.47 ""In work? Only?""

* कर्मणि (Karmni) - action
* एव (Eva) - only, solely
* अधिकारः (Adhikara) - right, entitlement
* ते (Te) - thy, your
* मा (Ma) - not, without
* फलेषु (Phaleshu) - in the fruits
* कदाचन (Kada Chan) - at any time
* मा (Ma) - not, without
* कर्मफलहेतुः (Karma Phalahetuh) - let the fruits of action be thy motive
* अस्तु (Astu) - let (there) be
* अकर्मणि (Akarmni) - in inaction

The sentence is a commentary on the idea that one should not perform actions with the expectation of receiving rewards or fruits, as this will lead to bondage. Instead, one should perform actions without attachment to the fruits, for the sake of their duty and for the purification of the heart. The term ""Karma"" has a broader meaning in this context, referring to the storehouse of a person's tendencies that give rise to their future birth."
449,262,29,6,chapter-6-verse-29,"सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनि।

ईक्षते योगयुक्तात्मा सर्वत्र समदर्शनः।।6.29।।
 ","sarva-bhūta-stham ātmānaṁ sarva-bhūtāni chātmani
īkṣhate yoga-yuktātmā sarvatra sama-darśhanaḥ
","sarva-bhūta-stham—situated in all living beings; ātmānam—Supreme Soul; sarva—all; bhūtāni—living beings; cha—and; ātmani—in God; īkṣhate—sees; yoga-yukta-ātmā—one united in consciousness with God; sarvatra—everywhere; sama-darśhanaḥ—equal vision
","One who has their mind Self-absorbed through Yoga, and who has the vision of sameness everywhere, sees this Self existing in everything, and everything in their Self.","Steadfast in Yoga? Perform actions? Attachment? Having abandoned? O Dhananjaya? In success and failure? The same? Become? Evenness of mind? Yoga? Is called.

Translation: What is the meaning of being steadfast in Yoga? Should we perform actions for God's sake alone? How can we achieve detachment? Have we abandoned our ego? O Dhananjaya, are we the same in success and failure? Is it Yoga when we remain unchanged in both? By becoming something, have we achieved evenness of mind? What is Yoga called?"
450,263,30,6,chapter-6-verse-30,"यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति।

तस्याहं न प्रणश्यामि स च मे न प्रणश्यति।।6.30।।
 ","yo māṁ paśhyati sarvatra sarvaṁ cha mayi paśhyati
tasyāhaṁ na praṇaśhyāmi sa cha me na praṇaśhyati
","yaḥ—who; mām—me; paśhyati—see; sarvatra—everywhere; sarvam—everything; cha—and; mayi—in me; paśhyati—see; tasya—for him; aham—I; na—not; praṇaśhyāmi—lost; saḥ—that person; cha—and; me—to me; na—nor; praṇaśhyati—lost
","He who sees Me everywhere and sees everything in Me, never becomes separated from Me, nor do I from him.","Sure! Here is the translation of the given sentence entirely into English:

""Action done with evenness of mind is Yoga of wisdom. The yogi who is established in the Yoga of wisdom is not affected by success or failure. He does not seek fruits of his actions. His reason is rooted in the Self. Action performed by one who expects fruits for his actions is far inferior to the Yoga of wisdom, wherein the seeker does not seek fruits because the former leads to bondage and is the cause of birth and death."""
451,264,31,6,chapter-6-verse-31,"सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः।

सर्वथा वर्तमानोऽपि स योगी मयि वर्तते।।6.31।।
 ","sarva-bhūta-sthitaṁ yo māṁ bhajatyekatvam āsthitaḥ
sarvathā vartamāno ’pi sa yogī mayi vartate
","sarva-bhūta-sthitam—situated in all beings; yaḥ—who; mām—me; bhajati—worships; ekatvam—in unity; āsthitaḥ—established; sarvathā—in all kinds of; varta-mānaḥ—remain; api—although; saḥ—he; yogī—a yogi; mayi—in me; vartate—dwells
","।।6.31।। जो पुरुष एकत्वभाव मंे स्थित हुआ सम्पूर्ण भूतों में स्थित मुझे भजता है, वह योगी सब प्रकार से वर्तता हुआ (रहता हुआ) मुझमें स्थित रहता है।।
 ","The translated sentence is:

Work performed with a motive towards fruits can bind a person, bringing them back to this mortal world to enjoy the results. However, work done with evenness of mind and reason, united to pure intelligence or wisdom, will not bind the performer and is considered no work at all. Actions that are binding in nature lose their effect when performed with detachment or poised reason. The Yogi attributes all actions to the divine actor within."
452,265,32,6,chapter-6-verse-32,"आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन।

सुखं वा यदि वा दुःखं सः योगी परमो मतः।।6.32।।
 ","ātmaupamyena sarvatra samaṁ paśhyati yo ’rjuna
sukhaṁ vā yadi vā duḥkhaṁ sa yogī paramo mataḥ
","ātma-aupamyena—similar to oneself; sarvatra—everywhere; samam—equally; paśhyati—see; yaḥ—who; arjuna—Arjun; sukham—joy; vā—or; yadi—if; vā—or; duḥkham—sorrow; saḥ—such; yogī—a yogi; paramaḥ—highest; mataḥ—is considered
","।।6.32।। हे अर्जुन ! जो पुरुष अपने समान सर्वत्र सम देखता है, चाहे वह सुख हो या दु:ख, वह परम योगी माना गया है।।
 ","Sure, here is the translation of the given sentence entirely into English:

""2.51 Karmajam? Buddhiyuktaah possessed of knowledge? Hi indeed? Phalam the fruit? Tyaktvā having abandoned? Manishinchah the wise? Janmbandhvinirmuktaah freed from the fetters of birth? Padam the abode? Gacchantih go? Anayamam beyond evil.""

Translation:

""What is the fruit of action? Is it Buddhiyuktaah, the wise? Indeed, it is. The fruit of actions is Phalam. By abandoning attachments to the fruits of actions, one becomes Tyaktvā, freed from the cycle of birth and death. Manishinchah, the wise, are those who have renounced the fruits of their actions and attained the blissful state or the immortal abode. The Buddhi referred to in verses 49, 50, and 51 may be the wisdom of the Sankhyas, which is the knowledge of the Self or AtmaJnana that arises when the mind is purified through Karma Yoga."""
453,266,33,6,chapter-6-verse-33,"अर्जुन उवाच

योऽयं योगस्त्वया प्रोक्तः साम्येन मधुसूदन।

एतस्याहं न पश्यामि चञ्चलत्वात् स्थितिं स्थिराम्।।6.33।।
 ","arjuna uvācha
yo ’yaṁ yogas tvayā proktaḥ sāmyena madhusūdana
etasyāhaṁ na paśhyāmi chañchalatvāt sthitiṁ sthirām
","arjunaḥ uvācha—Arjun said; yaḥ—which; ayam—this; yogaḥ—system of Yog; tvayā—by you; proktaḥ—described; sāmyena—by equanimity; madhu-sūdana—Shree Krishna, the killer of the demon named Madhu; etasya—of this; aham—I; na—do not; paśhyāmi—see; chañchalatvāt—due to restlessness; sthitim—situation; sthirām—steady
","Arjuna said, ""O slayer of Mandhu, this Yoga of equanimity which You have spoken of, I do not find a proper foundation for it due to the unsteadiness of the mind.""","2.52 when? ते thy? मोहकलिलम् mire of delusion? बुद्धिः intellect? व्यतितरिष्यति crosses beyond? तदा then? गन्तासि thou shalt attain? निर्वेदम् to indifference? श्रोतव्यस्य of what has to be heard? श्रुतस्य what has been heard?

Translation:
When will you cross the mire of delusion? Can you attain purity of mind? Will you then attain indifference towards things heard and yet to be heard? They will seem useless to you, and you won't care about them at all."
454,267,34,6,chapter-6-verse-34,"चञ्चलं हि मनः कृष्ण प्रमाथि बलवद्दृढम्।

तस्याहं निग्रहं मन्ये वायोरिव सुदुष्करम्।।6.34।।
 ","chañchalaṁ hi manaḥ kṛiṣhṇa pramāthi balavad dṛiḍham
tasyāhaṁ nigrahaṁ manye vāyor iva su-duṣhkaram
","chañchalam—restless; hi—certainly; manaḥ—mind; kṛiṣhṇa—Shree Krishna; pramāthi—turbulent; bala-vat—strong; dṛiḍham—obstinate; tasya—its; aham—I; nigraham—control; manye—think; vāyoḥ—of the wind; iva—like; su-duṣhkaram—difficult to perform
","For the mind is fickle, O Krsna, impetuous, powerful, and stubborn; I think that restraining it is as difficult as restraining the wind.","2.53 perplexed by what thou hast heard? 
Thy: when?
Shall stand: immovable?
Self: in the Self?
Steady: intellect?
Thou shalt attain then: Yoga m (Selfrealisation)."
455,268,35,6,chapter-6-verse-35,"श्री भगवानुवाच

असंशयं महाबाहो मनो दुर्निग्रहं चलं।

अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते।।6.35।।
 ","śhrī bhagavān uvācha
asanśhayaṁ mahā-bāho mano durnigrahaṁ chalam
abhyāsena tu kaunteya vairāgyeṇa cha gṛihyate
","śhrī-bhagavān uvācha—Lord Krishna said; asanśhayam—undoubtedly; mahā-bāho—mighty-armed one; manaḥ—the mind; durnigraham—difficult to restrain; chalam—restless; abhyāsena—by practice; tu—but; kaunteya—Arjun, the son of Kunti; vairāgyeṇa—by detachment; cha—and; gṛihyate—can be controlled
","The Lord said, ""The mind is indeed hard to subdue and fickle, O mighty-armed one, but, O son of Kunti, it can be brought under control through practice and the exercise of dispassion.""","2.54 स्थितप्रज्ञस्य of the (sage of) steady wisdom?

The sage of steady wisdom speaks, sits, and moves about with complete detachment from the ego and attachment to the body. He is merged in the superconscious state and has transcended the dualities of the material world. His mind is fully absorbed in the Self, and he has achieved a direct realization of his true identity with Brahman."
456,269,36,6,chapter-6-verse-36,"असंयतात्मना योगो दुष्प्राप इति मे मतिः।

वश्यात्मना तु यतता शक्योऽवाप्तुमुपायतः।।6.36।।
 ","asaṅyatātmanā yogo duṣhprāpa iti me matiḥ
vaśhyātmanā tu yatatā śhakyo ’vāptum upāyataḥ
","asanyata-ātmanā—one whose mind is unbridled; yogaḥ—Yog; duṣhprāpaḥ—difficult to attain; iti—thus; me—my; matiḥ—opinion; vaśhya-ātmanā—by one whose mind is controlled; tu—but; yatatā—one who strives; śhakyaḥ—possible; avāptum—to achieve; upāyataḥ—by right means
","In my opinion, Yoga is hard to attain by a person of an unrestrained mind; however, it can be attained through the right means by one who strives for it and has a subdued mind.","Sure, here's the translation of the given sentence:

""2.55 प्रजहाति casts off? When? यदा when? कामान् desires? All? पार्थ O Partha? मनोगतान् of the mind? आत्मनि in the Self? Only? आत्मना by the Self? Satisfied? स्थितप्रज्ञः of steady wisdom? Then? He is called."""
457,270,37,6,chapter-6-verse-37,"अर्जुन उवाच

अयतिः श्रद्धयोपेतो योगाच्चलितमानसः।

अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति।।6.37।।
 ","arjuna uvācha
ayatiḥ śhraddhayopeto yogāch chalita-mānasaḥ
aprāpya yoga-sansiddhiṁ kāṅ gatiṁ kṛiṣhṇa gachchhati
","arjunaḥ uvācha—Arjun said; ayatiḥ—lax; śhraddhayā—with faith; upetaḥ—possessed; yogāt—from Yog; chalita-mānasaḥ—whose mind becomes deviated; aprāpya—failing to attain; yoga-sansiddhim—the highest perfection in yog; kām—which; gatim—destination; kṛiṣhṇa—Shree Krishna; gachchhati—goes
","Arjuna said, ""O Krsna, what goal does one attain who, despite having faith, fails to achieve perfection in Yoga due to lack of diligence, and whose mind becomes deflected from Yoga?""","Sure, I can help you with that! Here's the translation of the sentence:

""The mind of a sage of steady wisdom is not distressed in adversity. He is not affected by the three afflictions - Adhyatmika (arising from diseases or disorders in one's own body), Adhidaivika (arising from thunder, lightning, storm, flood, etc.), and Adhibhautika (arising from scorpions, cobras, tigers, etc.). When he is placed in a prosperous condition, he does not crave for sensual pleasures."""
458,271,38,6,chapter-6-verse-38,"कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति।

अप्रतिष्ठो महाबाहो विमूढो ब्रह्मणः पथि।।6.38।।
 ","kachchin nobhaya-vibhraṣhṭaśh chhinnābhram iva naśhyati
apratiṣhṭho mahā-bāho vimūḍho brahmaṇaḥ pathi
","kachchit—whether; na—not; ubhaya—both; vibhraṣhṭaḥ—deviated from; chhinna—broken; abhram—cloud; iva—like; naśhyati—perishes; apratiṣhṭhaḥ—without any support; mahā-bāho—mighty-armed Krishna; vimūḍhaḥ—bewildered; brahmaṇaḥ—of God-realization; pathi—one on the path
","Having failed in both, my Lord, is he without hope, like a riven cloud with no support, lost on the spiritual path?","The translation of the given sentence entirely into English is:

""Who he? Everywhere present? Without attachment? That (referring to the Supreme Self)? Yes, that. Having obtained (the state of self-realization)? Good and evil? No, not. Rejoices? No, not. Hates? Of him? Wisdom is fixed."""
459,272,39,6,chapter-6-verse-39,"एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषतः।

त्वदन्यः संशयस्यास्य छेत्ता न ह्युपपद्यते।।6.39।।
 ","etan me sanśhayaṁ kṛiṣhṇa chhettum arhasyaśheṣhataḥ
tvad-anyaḥ sanśhayasyāsya chhettā na hyupapadyate
","etat—this; me—my; sanśhayam—doubt; kṛiṣhṇa—Krishna; chhettum—to dispel; arhasi—you can; aśheṣhataḥ—completely; tvat—than you; anyaḥ—other; sanśhayasya—of doubt; asya—this; chhettā—a dispeller; na—never; hi—certainly; upapadyate—is fit
","O Krsna, you should altogether remove this doubt of mine, for there is no other remover of this doubt than you.","2.58 यदा when? संहरते withdraws? च and? अयम् this (Yogi)? कूर्मः tortoise? अङ्गानि limbs? इव like? सर्वशः everywhere? इन्द्रियाणि the senses? इन्द्रियार्थेभ्यः from the sense-objects? तस्य of him? प्रज्ञा wisdom प्रतिष्ठिता is steadied.

When (2.58) does he withdraw? The tortoise (कूर्मः) withdraws its limbs? Like (इव)? Everywhere (सर्वशः)? The senses (इन्द्रियाणि)? From the sense-objects (इन्द्रियार्थेभ्यः)? Of him (तस्य)? Wisdom (प्रज्ञा) is steadied."
